BUSINESS_NAME,RATING,REVIEW_TEXT
Four Seasons Buffet,3,"food was great!!  drinks even better blueberry mai tai must try,, definite go back too."
The Oceanaire Seafood Room,2,"i came here for my birthday.ordered the tea service  antoinette which contained scotch, chamomile, italicus, aperol,  honey. the price was 50. it is recommended to share with at least 2 people and for good reason my boyfriend and i both left drunk this was a pleasant surprise since other reviewers mentioned the drinks being watered down. it felt like taking a bunch of shots.also in case you were wondering the tea was iced not hot we werent quite sure what to expect since it came in a tea kettle.we also ordered the shrimp which contained garlic fried shrimp, kashmiri chili spicy tikka sauce, curry leaves  lime. the price was 17. i thought the shrimp was just okay. i came in expecting small portions so we were fine with that but it wasnt anything worth writing home about."
The Paramount,5,"not the best, not the worst pho ive had. can get crowded at lunch especially if its a cold damp day."
Stoddard's Fine Food & Ale,4,"need cashiers, not computer screens. to confusing. not clean"
CLINK. and The Liberty Bar,5,"if you want a place that takes their italian cooking serious and to its roots, this is the place. the waiter had a strong italian accent and showed his passion for true italian cuisine. they have a large wine selection and wide array of cocktails. the seafood was cooked perfectly, especially the monkfish and swordfish. i also highly recommend the ravioli with mushrooms, ravioli with veal and short rib, and the meatballs."
Maggiano's Little Italy,2,"the sushi was ok, but i thought the lunch selection was over priced for the quality."
Stephanie's,5,"wonderful food, beautiful views"
Jim's Pizza,1,food is good always consistent
Artu,3,"fish and chips great. hot, cramped, and unimpressive service."
Chilli Thai Bistro,4,"hmmm!, as i heard its the best place for breakfast for entire shrewsbury. however, its not up to the mark or not good as per expectations, may be because of the huge crowd. waiting time was 1520 mins for us. as we know its hard to maintain the quality where there is a increase in the quantity.i hope they take care these busy situations."
Wong's,1,"clam chowder was delicious and affordable! the lobster roll seemed a little pricey, but we did enjoy sitting at the nice picnic tables in doors by the docks! many options for classic bostonian seafood!"
Gyro City,5,great food for brunch. they could and should do better re coffee and tea.
No Name Restaurant,3,always love it
L'Osteria,4,best indian on newbury st
Casa Verde Taqueria,4,"there are some really good burrito restaurants around boston, but this one stands apart! so many options to choose from to make the bowl delectable. the place is bit small, but most people choose the pick up options."
La Famiglia Giorgio's Restaurant,2,trade has decent food but prices are pretty high. great place for after work drinks and pizzas
Ruth's Chris Steak House,5,translated by google it is new is clean and with an efficient staff.originales nuevo est limpio y con un personal  eficientes.
Pushcart Cafe & Pizzaria,5,the calamari was crispy good! chicken skewers was great!
Casa De Nana,5,"texas roadhouse was one of my favorite restaurants. the last couple of months its been going downhill but tonight was the absolute worst. the restaurant was filthy, the quality of the food was poor. the management only seemed interested in getting as many people in and out as possible. i have been a loyal customer for years and even told her that i was not going to come back because of the experience. she wasnt concerned, probably because it was very busy. it wont always be that way then they will miss the loyal customers they chased away."
Bricco,4,"the best chipotle, the best food!"
One Bistro,5,"they have so many wing flavor options,  the food has been great everytime ive been!!!"
South Boston Chinese Restaurant,5,comfy
"The White Bull Tavern | Boston's Best Comedy, Nightclub, Restaurant",5,"service was good, friendly  fast."
Five Spices House,5,pizza and beer is great
Pollos A La Brasa El Chalan,5,great breakfast
The Inn At Longwood Medical,5,kind of dirty
Kindles Wood Fired Brick Oven Pizzeria,4,"went here for dessert and drinks with some friends, waited 45 minutes for an ice cream sandwich just to find out the order was never put in and had to wait even longer for our order to come out. the staff member that took our order dissapeared after we were seated and the order was never placed. the bartender was very nice and the place was beautiful but our experience was not the best."
Thornton's Fenway Grille,4,great atmosphere! fantastic food! great wines!
New Jumbo Seafood Restaurant,5,almost every time i go my order is screwed up. when the tater tots arent soggy and the burgers not squished the food is good.
Abe & Louie's,5,my moms food is better
Penang Malaysian Cuisine,5,no taste on the food. not for me
The Playwright Bar,4,cantonese comfort food!  only seats 20!  pork with preserved eggs porridge was delicious!  greens nicely cooked!  yellow eel clay pot was okay!  posted of receiving an a for cleanliness  made myself believing so rather than what i felt while there!  most were repeat customers!
Society on High,5,bouncer sucked
New Jumbo Seafood Restaurant,5,good brunch.
Rino's Place,5,the food here is so good
Bella’s Pizza,3,"one of my most beloved places. however, flavoring for the soy garlic has been off lately, being way too salty and less flavorful. the wide variation in size of the chicken pieces are also a downside. still an all time favorite though"
Boston Chops South End,5,"thank you for the love! the food is delicious, felt like family cooked it just for me and mine. good food, good prices."
Mare Oyster Bar,4,very attentive . good food
Maxine's On Saint James,5,wonderful food worth the price
Yellow Door Taqueria,1,great flat crust pizza. good service. good beer selection. good for people watching. kid friendly. hard not to like.
Moko Japanese Cuisine,1,exceptional service. best pesto ever. food always delicious!
Soup Shack JP,5,"this is a nice starbucks... also clean and staff is helpful. the drive thru is a little slow, so come inside and enjoy a comfortable seat. bathrooms are always spotless. parking can sometimes be an issue. new power wireless chargers are awesome."
